Instant,WindPark,Producer,Forecasted,Produced
10/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,18.1785257,18.69052793
10/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,19.88272382,19.90916182
10/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,24.84884554,24.91575876
10/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,28.25984514,30
10/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,29.49752246,29.48625854
10/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,30,30
10/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,30,30
10/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,30,30
10/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,30,30
10/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,27.28185939,26.65392465
10/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,22.30259292,20.23640808
10/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,25.33273704,30
10/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,29.08782222,28.70935046
10/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,26.02495197,23.80509517
10/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,24.61873607,24.9908942
10/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,20.8452295,20.12016553
10/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,22.21137535,23.32856378
10/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,25.38877469,26.21828546
11/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,28.59673109,30
11/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,27.58819587,26.8511059
11/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,23.34694771,22.33232005
11/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,25.34772886,27.57207021
11/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,23.30290402,22.32081032
11/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,26.8045426,30
11/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,30,30
11/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,30,30
11/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,30,30
11/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,25.54717736,25.42284585
11/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,23.85354453,22.97276989
11/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,26.70936102,27.83989158
11/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,30,30
11/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,30,30
11/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,29.11571604,28.3217525
11/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,26.30062058,25.71129858
11/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,23.29309167,21.2518544
11/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,20.01226858,19.89517909
11/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,15.0462447,12.9777246
11/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,15.29200532,17.15659913
11/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,14.62674291,13.90551345
11/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,13.68448935,13.55843653
11/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,12.61952475,12.28108702
11/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,16.00962977,17.59130766
12/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,13.10372679,10.01453936
12/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,15.91665583,18.32270277
12/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,17.09914285,16.72053224
12/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,21.46528902,22.57258553
12/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,22.36244754,22.35952393
12/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,24.7493558,26.51829399
12/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,27.59908946,27.94446709
12/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,23.95699964,20.79786137
12/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,25.05630658,26.50912082
12/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,29.51619932,30
12/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,30,30
12/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,30,30
12/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,30,30
12/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,25.58562587,25.32747253
12/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,30,30
12/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,28.02922058,27.28065789
12/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,23.62963695,21.80593147
12/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,27.11800002,27.88743431
12/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,22.29473059,17.22010105
12/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,19.32071002,19.50921731
12/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,16.61444109,16.13471211
12/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,21.13878982,21.61016452
12/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,22.26076654,22.49909538
12/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,24.76822319,25.30258962
13/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,25.61958134,25.67931319
13/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,22.38553782,21.22084558
13/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,24.03501506,25.60950235
13/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,22.47039079,22.34818149
13/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,26.57517151,27.15862706
13/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,27.60369473,27.67425974
13/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,25.64909041,25.50848099
13/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,21.1060766,19.12774289
13/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,17.08501613,15.51298197
13/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,17.15503515,18.42722099
13/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,12.4574946,10.77599521
13/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,9.860613095,9.34279133
13/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,8.05284736,7.091657124
13/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,6.29674181,5.876322161
13/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,6.98357229,7.420030085
13/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,10.37996911,10.79439209
13/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,14.3779924,16.67741113
13/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,17.76886421,17.87924468
13/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,18.88110236,19.21283679
13/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,16.76419901,15.51925977
13/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,14.58829907,13.74462358
13/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,10.95240155,10.03664469
13/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,8.707572541,8.554711197
13/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,5.629318328,3.31481348
14/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,8.787263278,13.85293238
14/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,12.9663167,12.72507854
14/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,12.49404873,12.39287385
14/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,13.45780202,13.63681691
14/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,9.5346609,6.475848478
14/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,11.17397467,14.90917156
14/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,11.75207145,11.13684353
14/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,8.402601295,7.353268828
14/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,4.326234149,2.256548432
14/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,9.204323765,10.0428492
14/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,6.944453385,6.229979712
14/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,10.11690826,11.22420415
14/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,7.902916277,5.827050496
14/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,4.752065244,4.125590353
14/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,7.807128751,11.42261608
14/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,10.69635467,9.983722536
14/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,14.65843857,17.81080949
14/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,18.44565439,18.89800439
14/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,22.07429878,23.47480196
14/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,18.46879692,15.37788901
14/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,20.76887927,22.536086
14/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,16.01124244,11.67123717
14/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,13.02301784,13.66436988
14/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,10.45447279,10.03717989
15/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,12.82662344,15.57335045
15/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,16.15445564,16.30995033
15/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,17.06638442,17.76238745
15/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,15.91675625,15.10056496
15/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,16.43737022,17.27783039
15/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,16.72656884,16.69419713
15/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,14.27614145,14.24434053
15/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,16.13111189,16.93633375
15/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,19.53874346,19.94079043
15/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,22.66795056,25.14728035
15/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,27.63493768,28.32289423
15/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,27.07889202,26.49833283
15/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,24.38234628,22.36875851
15/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,25.76904677,25.82791881
15/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,24.65455846,23.88882446
15/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,23.83180239,23.8134307
15/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,21.35807794,19.65486863
15/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,24.54700901,26.81189009
15/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,21.53829511,19.65854578
15/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,23.2989963,25.52196882
15/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,20.55583438,18.04643278
15/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,18.79281954,19.14083758
15/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,21.3070659,22.89396949
15/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,17.16678371,13.46521243
28/12/2022 00:00:00,Sea park,Green Power Inc.,5.513047108,7.671712811
28/12/2022 01:00:00,Sea park,Green Power Inc.,9.018026673,10.22957555
28/12/2022 02:00:00,Sea park,Green Power Inc.,5.499420134,5.384505813
28/12/2022 03:00:00,Sea park,Green Power Inc.,6.799479725,7.53657383
28/12/2022 04:00:00,Sea park,Green Power Inc.,5.413857753,3.356282408
28/12/2022 05:00:00,Sea park,Green Power Inc.,4.429126795,5.420193262
28/12/2022 06:00:00,Sea park,Green Power Inc.,3.130595841,1.297362579
28/12/2022 07:00:00,Sea park,Green Power Inc.,5.842913888,10.15739959
28/12/2022 08:00:00,Sea park,Green Power Inc.,6.089518771,2.502303395
28/12/2022 09:00:00,Sea park,Green Power Inc.,10.49545443,12.85236175
28/12/2022 10:00:00,Sea park,Green Power Inc.,12.99457103,13.12494954
28/12/2022 11:00:00,Sea park,Green Power Inc.,12.66489503,12.6001459
28/12/2022 12:00:00,Sea park,Green Power Inc.,8.406529798,4.364446336
28/12/2022 13:00:00,Sea park,Green Power Inc.,6.026090557,7.516467948
28/12/2022 14:00:00,Sea park,Green Power Inc.,5.995192143,4.772031272
28/12/2022 15:00:00,Sea park,Green Power Inc.,10.9770913,16.72438296
28/12/2022 16:00:00,Sea park,Green Power Inc.,13.20759965,12.14132511
28/12/2022 17:00:00,Sea park,Green Power Inc.,8.900823439,6.448769481
28/12/2022 18:00:00,Sea park,Green Power Inc.,11.26880865,13.5971408
28/12/2022 19:00:00,Sea park,Green Power Inc.,12.68389188,12.30928907
28/12/2022 20:00:00,Sea park,Green Power Inc.,8.904777575,6.472854883
28/12/2022 21:00:00,Sea park,Green Power Inc.,10.16517114,13.44847717
28/12/2022 22:00:00,Sea park,Green Power Inc.,8.200111179,7.816080911
28/12/2022 23:00:00,Sea park,Green Power Inc.,11.22396274,14.61700105
29/12/2022 00:00:00,Sea park,Green Power Inc.,8.203858526,2.921880734
29/12/2022 01:00:00,Sea park,Green Power Inc.,7.11034924,9.343647576
29/12/2022 02:00:00,Sea park,Green Power Inc.,9.965437142,10.41503015
29/12/2022 03:00:00,Sea park,Green Power Inc.,10.89848076,11.25004067
29/12/2022 04:00:00,Sea park,Green Power Inc.,8.812310639,8.161203678
29/12/2022 05:00:00,Sea park,Green Power Inc.,6.948159808,6.945245723
29/12/2022 06:00:00,Sea park,Green Power Inc.,9.159118827,9.490497619
29/12/2022 07:00:00,Sea park,Green Power Inc.,5.210371173,2.094688123
29/12/2022 08:00:00,Sea park,Green Power Inc.,3.214282763,3.833395295
29/12/2022 09:00:00,Sea park,Green Power Inc.,7.257983424,8.635702103
29/12/2022 10:00:00,Sea park,Green Power Inc.,8.222960827,8.024797495
29/12/2022 11:00:00,Sea park,Green Power Inc.,5.893230196,3.935481804
29/12/2022 12:00:00,Sea park,Green Power Inc.,0.900275484,0
29/12/2022 13:00:00,Sea park,Green Power Inc.,0,0
29/12/2022 14:00:00,Sea park,Green Power Inc.,0.181431297,0.272716954
29/12/2022 15:00:00,Sea park,Green Power Inc.,3.827489173,4.311083967
29/12/2022 16:00:00,Sea park,Green Power Inc.,3.370668029,3.370533296
29/12/2022 17:00:00,Sea park,Green Power Inc.,5.233587577,7.034175762
29/12/2022 18:00:00,Sea park,Green Power Inc.,0.785753346,0
29/12/2022 19:00:00,Sea park,Green Power Inc.,2.129029755,3.702669522
29/12/2022 20:00:00,Sea park,Green Power Inc.,3.345967197,3.078332788
29/12/2022 21:00:00,Sea park,Green Power Inc.,4.457641689,5.412246216
29/12/2022 22:00:00,Sea park,Green Power Inc.,6.705696213,7.778595102
29/12/2022 23:00:00,Sea park,Green Power Inc.,6.412203764,5.286399728
30/12/2022 00:00:00,Sea park,Green Power Inc.,6.07836471,6.643465503
30/12/2022 01:00:00,Sea park,Green Power Inc.,7.938583607,7.998479964
30/12/2022 02:00:00,Sea park,Green Power Inc.,5.11680172,4.447527316
30/12/2022 03:00:00,Sea park,Green Power Inc.,2.99893853,2.246508817
30/12/2022 04:00:00,Sea park,Green Power Inc.,1.209831208,0.260109303
30/12/2022 05:00:00,Sea park,Green Power Inc.,0.224468259,0.219281084
30/12/2022 06:00:00,Sea park,Green Power Inc.,1.675512556,2.703732199
30/12/2022 07:00:00,Sea park,Green Power Inc.,4.756411828,6.600366603
30/12/2022 08:00:00,Sea park,Green Power Inc.,8.525519651,8.960968022
30/12/2022 09:00:00,Sea park,Green Power Inc.,12.38005389,14.38020796
30/12/2022 10:00:00,Sea park,Green Power Inc.,10.83964447,8.818008195
30/12/2022 11:00:00,Sea park,Green Power Inc.,7.921310313,7.867296342
30/12/2022 12:00:00,Sea park,Green Power Inc.,5.265279368,4.506516014
30/12/2022 13:00:00,Sea park,Green Power Inc.,5.320108414,5.409614634
30/12/2022 14:00:00,Sea park,Green Power Inc.,5.588138925,5.758091502
30/12/2022 15:00:00,Sea park,Green Power Inc.,9.751030808,13.11281208
30/12/2022 16:00:00,Sea park,Green Power Inc.,11.12323201,10.84283441
30/12/2022 17:00:00,Sea park,Green Power Inc.,13.9102715,16.36017611
30/12/2022 18:00:00,Sea park,Green Power Inc.,17.13374987,17.21448049
30/12/2022 19:00:00,Sea park,Green Power Inc.,16.31394408,16.10431042
30/12/2022 20:00:00,Sea park,Green Power Inc.,20.24969564,21.26407543
30/12/2022 21:00:00,Sea park,Green Power Inc.,19.47406842,18.08482637
30/12/2022 22:00:00,Sea park,Green Power Inc.,17.85638644,17.72068034
30/12/2022 23:00:00,Sea park,Green Power Inc.,14.65132778,13.44577224
31/12/2022 00:00:00,Sea park,Green Power Inc.,10.49537702,10.48650781
31/12/2022 01:00:00,Sea park,Green Power Inc.,8.350172959,7.255937923
31/12/2022 02:00:00,Sea park,Green Power Inc.,4.612980973,3.861745957
31/12/2022 03:00:00,Sea park,Green Power Inc.,3.160818764,2.972189894
31/12/2022 04:00:00,Sea park,Green Power Inc.,2.467638684,2.446210982
31/12/2022 05:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 06:00:00,Sea park,Green Power Inc.,2.111040162,3.808176627
31/12/2022 07:00:00,Sea park,Green Power Inc.,2.015310548,1.672716466
31/12/2022 08:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 09:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 10:00:00,Sea park,Green Power Inc.,1.587106459,1.698284902
31/12/2022 11:00:00,Sea park,Green Power Inc.,2.033385998,2.108613552
31/12/2022 12:00:00,Sea park,Green Power Inc.,2.547032927,2.589056273
31/12/2022 13:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 14:00:00,Sea park,Green Power Inc.,0.294646839,0.402884634
31/12/2022 15:00:00,Sea park,Green Power Inc.,1.667300788,2.214346523
31/12/2022 16:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 17:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 18:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 19:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 20:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 21:00:00,Sea park,Green Power Inc.,0.034044807,0.04221728
31/12/2022 22:00:00,Sea park,Green Power Inc.,0,0
31/12/2022 23:00:00,Sea park,Green Power Inc.,0,0
01/01/2023 00:00:00,Sea park,Green Power Inc.,1.54796398,2.013288779
01/01/2023 01:00:00,Sea park,Green Power Inc.,3.000712102,3.634289129
01/01/2023 02:00:00,Sea park,Green Power Inc.,0,0
01/01/2023 03:00:00,Sea park,Green Power Inc.,1.424329147,2.30446639
01/01/2023 04:00:00,Sea park,Green Power Inc.,6.389121078,9.925224392
01/01/2023 05:00:00,Sea park,Green Power Inc.,4.397569984,0.56826137
01/01/2023 06:00:00,Sea park,Green Power Inc.,5.5078432,9.226152379
01/01/2023 07:00:00,Sea park,Green Power Inc.,4.697972258,3.68915383
01/01/2023 08:00:00,Sea park,Green Power Inc.,3.100096095,3.098037322
01/01/2023 09:00:00,Sea park,Green Power Inc.,2.849104905,2.822441233
01/01/2023 10:00:00,Sea park,Green Power Inc.,1.314473606,0.151873506
01/01/2023 11:00:00,Sea park,Green Power Inc.,3.450546777,4.456530275
01/01/2023 12:00:00,Sea park,Green Power Inc.,7.392673843,8.942847625
01/01/2023 13:00:00,Sea park,Green Power Inc.,7.91980138,7.091203281
01/01/2023 14:00:00,Sea park,Green Power Inc.,8.952956455,9.150414093
01/01/2023 15:00:00,Sea park,Green Power Inc.,4.277355032,1.95589967
01/01/2023 16:00:00,Sea park,Green Power Inc.,6.432439806,7.192819832
01/01/2023 17:00:00,Sea park,Green Power Inc.,3.74966327,2.705693394
01/01/2023 18:00:00,Sea park,Green Power Inc.,2.618799758,2.608832891
01/01/2023 19:00:00,Sea park,Green Power Inc.,1.827551468,1.698532828
01/01/2023 20:00:00,Sea park,Green Power Inc.,4.749110726,7.482383031
01/01/2023 21:00:00,Sea park,Green Power Inc.,1.364987459,1.229339487
01/01/2023 22:00:00,Sea park,Green Power Inc.,1.222121548,1.218999777
01/01/2023 23:00:00,Sea park,Green Power Inc.,5.692670091,8.243402794
02/01/2023 00:00:00,Sea park,Green Power Inc.,6.300046151,5.844904392
02/01/2023 01:00:00,Sea park,Green Power Inc.,11.11923601,13.26870792
02/01/2023 02:00:00,Sea park,Green Power Inc.,15.31314421,15.60652052
02/01/2023 03:00:00,Sea park,Green Power Inc.,15.31347655,15.18391052
02/01/2023 04:00:00,Sea park,Green Power Inc.,11.85752396,9.389187707
02/01/2023 05:00:00,Sea park,Green Power Inc.,15.78413016,19.958672
02/01/2023 06:00:00,Sea park,Green Power Inc.,13.19088302,12.46171825
02/01/2023 07:00:00,Sea park,Green Power Inc.,11.28635018,11.04072496
02/01/2023 08:00:00,Sea park,Green Power Inc.,8.38034952,6.559278135
02/01/2023 09:00:00,Sea park,Green Power Inc.,11.7197442,11.9062252
02/01/2023 10:00:00,Sea park,Green Power Inc.,15.32018617,15.8699729
02/01/2023 11:00:00,Sea park,Green Power Inc.,18.25846276,19.35295273
02/01/2023 12:00:00,Sea park,Green Power Inc.,16.42870839,14.5725989
02/01/2023 13:00:00,Sea park,Green Power Inc.,13.77733461,13.12912613
02/01/2023 14:00:00,Sea park,Green Power Inc.,18.46173656,22.53259817
02/01/2023 15:00:00,Sea park,Green Power Inc.,20.26802014,19.94594127
02/01/2023 16:00:00,Sea park,Green Power Inc.,19.3861383,19.38376803
02/01/2023 17:00:00,Sea park,Green Power Inc.,16.65252761,15.22131326
02/01/2023 18:00:00,Sea park,Green Power Inc.,14.90966711,14.65643758
02/01/2023 19:00:00,Sea park,Green Power Inc.,19.23269578,22.97144888
02/01/2023 20:00:00,Sea park,Green Power Inc.,20.1089587,18.22267561
02/01/2023 21:00:00,Sea park,Green Power Inc.,15.55042299,14.13241221
02/01/2023 22:00:00,Sea park,Green Power Inc.,18.03489796,20.49192419
02/01/2023 23:00:00,Sea park,Green Power Inc.,20.54833324,20.57507144
03/01/2023 00:00:00,Sea park,Green Power Inc.,20.69415234,20.71108014
03/01/2023 01:00:00,Sea park,Green Power Inc.,24.08251314,26.98190106
03/01/2023 02:00:00,Sea park,Green Power Inc.,22.19306899,20.41389386
03/01/2023 03:00:00,Sea park,Green Power Inc.,27.05346716,30
03/01/2023 04:00:00,Sea park,Green Power Inc.,23.53487751,23.53028464
03/01/2023 05:00:00,Sea park,Green Power Inc.,23.56831153,23.60164232
03/01/2023 06:00:00,Sea park,Green Power Inc.,20.42313005,20.27741686
03/01/2023 07:00:00,Sea park,Green Power Inc.,18.82231513,18.35461606
03/01/2023 08:00:00,Sea park,Green Power Inc.,17.42958928,16.95311546
03/01/2023 09:00:00,Sea park,Green Power Inc.,13.1568035,9.793525222
03/01/2023 10:00:00,Sea park,Green Power Inc.,15.40271722,17.2875384
03/01/2023 11:00:00,Sea park,Green Power Inc.,14.53119427,14.26492131
03/01/2023 12:00:00,Sea park,Green Power Inc.,14.28180356,14.28727936
03/01/2023 13:00:00,Sea park,Green Power Inc.,11.91635294,11.7996213
03/01/2023 14:00:00,Sea park,Green Power Inc.,13.02164492,13.24259582
03/01/2023 15:00:00,Sea park,Green Power Inc.,10.51432689,10.17526012
03/01/2023 16:00:00,Sea park,Green Power Inc.,5.906669259,1.683658129
03/01/2023 17:00:00,Sea park,Green Power Inc.,8.420692812,11.96703182
03/01/2023 18:00:00,Sea park,Green Power Inc.,6.902585028,4.70717848
03/01/2023 19:00:00,Sea park,Green Power Inc.,5.559939021,5.988435578
03/01/2023 20:00:00,Sea park,Green Power Inc.,1.271084671,0
03/01/2023 21:00:00,Sea park,Green Power Inc.,3.220828834,6.151845693
03/01/2023 22:00:00,Sea park,Green Power Inc.,6.160930836,6.166052937
03/01/2023 23:00:00,Sea park,Green Power Inc.,9.20332277,9.60044576
04/01/2023 00:00:00,Sea park,Green Power Inc.,4.760977516,3.445467871
04/01/2023 01:00:00,Sea park,Green Power Inc.,0.09481677,0
04/01/2023 02:00:00,Sea park,Green Power Inc.,4.855070808,6.106894997
04/01/2023 03:00:00,Sea park,Green Power Inc.,6.24950868,6.367571551
04/01/2023 04:00:00,Sea park,Green Power Inc.,8.635150082,9.147922814
04/01/2023 05:00:00,Sea park,Green Power Inc.,7.048758542,6.162218388
04/01/2023 06:00:00,Sea park,Green Power Inc.,7.673891665,7.949964163
04/01/2023 07:00:00,Sea park,Green Power Inc.,7.806190482,7.669438225
04/01/2023 08:00:00,Sea park,Green Power Inc.,6.742504649,5.999239363
04/01/2023 09:00:00,Sea park,Green Power Inc.,8.312995398,10.4614776
04/01/2023 10:00:00,Sea park,Green Power Inc.,11.7386189,12.57436754
04/01/2023 11:00:00,Sea park,Green Power Inc.,14.12498955,15.61804318
04/01/2023 12:00:00,Sea park,Green Power Inc.,17.11616886,17.80260917
04/01/2023 13:00:00,Sea park,Green Power Inc.,20.53955398,20.74732436
04/01/2023 14:00:00,Sea park,Green Power Inc.,20.34890565,20.11344317
04/01/2023 15:00:00,Sea park,Green Power Inc.,22.70499681,22.83676639
04/01/2023 16:00:00,Sea park,Green Power Inc.,22.28096766,22.04418993
04/01/2023 17:00:00,Sea park,Green Power Inc.,23.48037898,24.46622056
04/01/2023 18:00:00,Sea park,Green Power Inc.,22.084697,22.04917803
04/01/2023 19:00:00,Sea park,Green Power Inc.,20.09414872,18.42909848
04/01/2023 20:00:00,Sea park,Green Power Inc.,21.28294854,23.1721773
04/01/2023 21:00:00,Sea park,Green Power Inc.,19.18121701,17.12628878
04/01/2023 22:00:00,Sea park,Green Power Inc.,23.22124117,29.1120484
04/01/2023 23:00:00,Sea park,Green Power Inc.,19.16172392,16.06673157
05/01/2023 00:00:00,Sea park,Green Power Inc.,21.54728912,26.00834627
05/01/2023 01:00:00,Sea park,Green Power Inc.,23.86805309,22.97659521
05/01/2023 02:00:00,Sea park,Green Power Inc.,25.83410849,27.81565732
05/01/2023 03:00:00,Sea park,Green Power Inc.,27.49579357,27.23276748
05/01/2023 04:00:00,Sea park,Green Power Inc.,24.82227348,22.47661522
05/01/2023 05:00:00,Sea park,Green Power Inc.,28.96385692,29.77142776
05/01/2023 06:00:00,Sea park,Green Power Inc.,30,30
05/01/2023 07:00:00,Sea park,Green Power Inc.,30,30
05/01/2023 08:00:00,Sea park,Green Power Inc.,28.26799459,27.31781832
05/01/2023 09:00:00,Sea park,Green Power Inc.,28.28481529,28.80863246
05/01/2023 10:00:00,Sea park,Green Power Inc.,30,30
05/01/2023 11:00:00,Sea park,Green Power Inc.,28.63885981,27.95633988
05/01/2023 12:00:00,Sea park,Green Power Inc.,24.12300065,20.86358321
05/01/2023 13:00:00,Sea park,Green Power Inc.,25.04288741,27.75410048
